File Component,Field Name,Field Description,Level,Type,Length,Repricer,Position
Detail,ADMITTING_DIAGNOSIS,"The value in this field represents the Admitting Diagnosis which is the reason presented for the patient to be registered at the inpatient facility.  (2300, HI01-2, HI*BJ or HI*ABJ)",Claim,,,Y,196
Detail,EXTERNAL_CAUSE_OF_INJURY_01_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  (2300, HI01-1, HI*BN or HI*ABN)",Claim,,,N,197
Detail,EXTERNAL_CAUSE_OF_INJURY_01,"The value in this field represents the External Cause of Injury Diagnosis.  Previously referred to as E_CODE_DIAGNOSIS_1.  (2300, HI01-2, HI*BN or HI*ABN)",Claim,,,Y,198
Detail,EXTERNAL_CAUSE_OF_INJURY_01_POA,"The value in this field represents the Present on Admission Indicator for the External Cause of Injury 1 Diagnosis.   See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI01-9, HI*BN or HI*ABN)",Claim,,,Y,199
Detail,EXTERNAL_CAUSE_OF_INJURY_02_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  (2300, HI02-1, HI*BN or HI*ABN)",Claim,,,N,200
Detail,EXTERNAL_CAUSE_OF_INJURY_02,"The value in this field represents the External Cause of Injury Diagnosis.  Previously referred to as E_CODE_DIAGNOSIS_2.  (2300, HI02-2, HI*BN or HI*ABN)",Claim,,,Y,201
Detail,EXTERNAL_CAUSE_OF_INJURY_02_POA,"The value in this field represents the Present on Admission Indicator for the External Cause of Injury 2 Diagnosis.   See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI02-9, HI*BN or HI*ABN)",Claim,,,Y,202
Detail,EXTERNAL_CAUSE_OF_INJURY_03_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  (2300, HI03-1, HI*BN or HI*ABN)",Claim,,,N,203
Detail,EXTERNAL_CAUSE_OF_INJURY_03,"The value in this field represents the External Cause of Injury Diagnosis.  Previously referred to as E_CODE_DIAGNOSIS_3.  (2300, HI03-2, HI*BN or HI*ABN)",Claim,,,Y,204
Detail,EXTERNAL_CAUSE_OF_INJURY_03_POA,"The value in this field represents the Present on Admission Indicator for the External Cause of Injury 3 Diagnosis.   See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI03-9, HI*BN or HI*ABN)",Claim,,,Y,205
Detail,EXTERNAL_CAUSE_OF_INJURY_04_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  (2300, HI04-1, HI*BN or HI*ABN)",Claim,,,N,206
Detail,EXTERNAL_CAUSE_OF_INJURY_04,"The value in this field represents the External Cause of Injury Diagnosis.  This field was added in this version to be consistent with the CMS X12 5010 data set.  (2300, HI04-2, HI*BN or HI*ABN)",Claim,,,Y,207
Detail,EXTERNAL_CAUSE_OF_INJURY_04_POA,"The value in this field represents the Present on Admission Indicator for the External Cause of Injury 4 Diagnosis.   See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI04-9, HI*BN or HI*ABN)",Claim,,,Y,208
Detail,EXTERNAL_CAUSE_OF_INJURY_05_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  (2300, HI05-1, HI*BN or HI*ABN)",Claim,,,N,209
Detail,EXTERNAL_CAUSE_OF_INJURY_05,"The value in this field represents the External Cause of Injury Diagnosis.  This field was added in this version to be consistent with the CMS X12 5010 data set.  (2300, HI05-2, HI*BN or HI*ABN)",Claim,,,Y,210
Detail,EXTERNAL_CAUSE_OF_INJURY_05_POA,"The value in this field represents the Present on Admission Indicator for the External Cause of Injury 5 Diagnosis.   See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI05-9, HI*BN or HI*ABN)",Claim,,,Y,211
Detail,EXTERNAL_CAUSE_OF_INJURY_06_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  (2300, HI06-1, HI*BN or HI*ABN)",Claim,,,N,212
Detail,EXTERNAL_CAUSE_OF_INJURY_06,"The value in this field represents the External Cause of Injury Diagnosis.  This field was added in this version to be consistent with the CMS X12 5010 data set.  (2300, HI06-2, HI*BN or HI*ABN)",Claim,,,Y,213
Detail,EXTERNAL_CAUSE_OF_INJURY_06_POA,"The value in this field represents the Present on Admission Indicator for the External Cause of Injury 6 Diagnosis.   See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI06-9, HI*BN or HI*ABN)",Claim,,,Y,214
Detail,EXTERNAL_CAUSE_OF_INJURY_07_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  (2300, HI07-1, HI*BN or HI*ABN)",Claim,,,N,215
Detail,EXTERNAL_CAUSE_OF_INJURY_07,"The value in this field represents the External Cause of Injury Diagnosis.  This field was added in this version to be consistent with the CMS X12 5010 data set.  (2300, HI07-2, HI*BN or HI*ABN)",Claim,,,Y,216
Detail,EXTERNAL_CAUSE_OF_INJURY_07_POA,"The value in this field represents the Present on Admission Indicator for the External Cause of Injury 7 Diagnosis.   See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI07-9, HI*BN or HI*ABN)",Claim,,,Y,217
Detail,EXTERNAL_CAUSE_OF_INJURY_08_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  (2300, HI08-1, HI*BN or HI*ABN)",Claim,,,N,218
Detail,EXTERNAL_CAUSE_OF_INJURY_08,"The value in this field represents the External Cause of Injury Diagnosis.  This field was added in this version to be consistent with the CMS X12 5010 data set.  (2300, HI08-2, HI*BN or HI*ABN)",Claim,,,Y,219
Detail,EXTERNAL_CAUSE_OF_INJURY_08_POA,"The value in this field represents the Present on Admission Indicator for the External Cause of Injury 8 Diagnosis.   See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI08-9, HI*BN or HI*ABN)",Claim,,,Y,220
Detail,EXTERNAL_CAUSE_OF_INJURY_09_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  (2300, HI09-1, HI*BN or HI*ABN)",Claim,,,N,221
Detail,EXTERNAL_CAUSE_OF_INJURY_09,"The value in this field represents the External Cause of Injury Diagnosis.  This field was added in this version to be consistent with the CMS X12 5010 data set.  (2300, HI09-2, HI*BN or HI*ABN)",Claim,,,Y,222
Detail,EXTERNAL_CAUSE_OF_INJURY_09_POA,"The value in this field represents the Present on Admission Indicator for the External Cause of Injury 9 Diagnosis.    See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI09-9, HI*BN or HI*ABN)",Claim,,,Y,223
Detail,EXTERNAL_CAUSE_OF_INJURY_10_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.   (2300, HI10-1, HI*BN or HI*ABN)",Claim,,,N,224
Detail,EXTERNAL_CAUSE_OF_INJURY_10,"The value in this field represents the External Cause of Injury Diagnosis.  This field was added in this version to be consistent with the CMS X12 5010 data set.  (2300, HI10-2, HI*BN or HI*ABN)",Claim,,,Y,225
Detail,EXTERNAL_CAUSE_OF_INJURY_10_POA,"The value in this field represents the Present on Admission Indicator for the External Cause of Injury 10 Diagnosis.   See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI10-9, HI*BN or HI*ABN)",Claim,,,Y,226
Detail,EXTERNAL_CAUSE_OF_INJURY_11_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.   (2300, HI11-1, HI*BN or HI*ABN)",Claim,,,N,227
Detail,EXTERNAL_CAUSE_OF_INJURY_11,"The value in this field represents the External Cause of Injury Diagnosis.  This field was added in this version to be consistent with the CMS X12 5010 data set.  (2300, HI11-2, HI*BN or HI*ABN)",Claim,,,Y,228
Detail,EXTERNAL_CAUSE_OF_INJURY_11_POA,"The value in this field represents the Present on Admission Indicator for the External Cause of Injury 11 Diagnosis.   See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI11-9, HI*BN or HI*ABN)",Claim,,,Y,229
Detail,EXTERNAL_CAUSE_OF_INJURY_12_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.   (2300, HI12-1, HI*BN or HI*ABN)",Claim,,,N,230
Detail,EXTERNAL_CAUSE_OF_INJURY_12,"The value in this field represents the External Cause of Injury Diagnosis.  This field was added in this version to be consistent with the CMS X12 5010 data set.  (2300, HI12-2, HI*BN or HI*ABN)",Claim,,,Y,231
Detail,EXTERNAL_CAUSE_OF_INJURY_12_POA,"The value in this field represents the Present on Admission Indicator for the External Cause of Injury 12 Diagnosis.  See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI12-9, HI*BN or HI*ABN)",Claim,,,Y,232
Detail,PATIENT_REASON_FOR_VISIT_01_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  (2300, HI01-1, HI*PR or HI*APR)",Claim,,,N,233
Detail,PATIENT_REASON_FOR_VISIT_01,"The value in this field represents the Patient’s Reason For Visit 1. (2300, HI01-2, HI*PR or HI*APR)",Claim,,,Y,234
Detail,PATIENT_REASON_FOR_VISIT_02_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.   (2300, HI02-1, HI*PR or HI*APR)",Claim,,,N,235
Detail,PATIENT_REASON_FOR_VISIT_02,"The value in this field represents the Patient’s Reason For Visit 2.  (2300, HI02-2, HI*PR or HI*APR)",Claim,,,Y,236
Detail,PATIENT_REASON_FOR_VISIT_03_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.   (2300, HI03-1, HI*PR or HI*APR)",Claim,,,N,237
Detail,PATIENT_REASON_FOR_VISIT_03,"The value in this field represents the Patient’s Reason For Visit 3.  (2300, HI03-2, HI*PR or HI*APR)",Claim,,,Y,238
Detail,PRINCIPAL_PROCEDURE_QUAL,"The value in this field represents a qualifier to show whether the principal procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI01-1, HI*BR or HI*BBR)",Claim,,,N,239
Detail,PRINCIPAL_PROCEDURE,"The value in this field represents the primary procedure code submitted by the provider for this claim.  (2300, HI01-2, HI*BR or HI*BBR)",Claim,,,Y,240
Detail,PRINCIPAL_PROCEDURE_DATE,"The value in this field represents the date of execution of the primary procedure code submitted by the provider for this claim.  (2300, HI01-4, HI*BR or HI*BBR)",Claim,,,Y,241
Detail,PROCEDURE_02_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI01-1, HI*BQ or HI*BBQ)",Claim,,,N,242
Detail,PROCEDURE_02,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI01-2, HI*BQ or HI*BBQ)",Claim,,,Y,243
Detail,PROCEDURE_02_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI01-4, HI*BQ or HI*BBQ)",Claim,,,Y,244
Detail,PROCEDURE_03_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI01-1, HI*BQ or HI*BBQ)",Claim,,,N,245
Detail,PROCEDURE_03,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI01-2, HI*BQ or HI*BBQ)",Claim,,,Y,246
Detail,PROCEDURE_03_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI01-4, HI*BQ or HI*BBQ)",Claim,,,Y,247
Detail,PROCEDURE_04_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI02-1, HI*BQ or HI*BBQ)",Claim,,,N,248
Detail,PROCEDURE_04,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI02-2, HI*BQ or HI*BBQ)",Claim,,,Y,249
Detail,PROCEDURE_04_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI02-4, HI*BQ or HI*BBQ)",Claim,,,Y,250
Detail,PROCEDURE_05_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI03-1, HI*BQ or HI*BBQ)",Claim,,,N,251
Detail,PROCEDURE_05,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI03-2, HI*BQ or HI*BBQ)",Claim,,,Y,252
Detail,PROCEDURE_05_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI03-4, HI*BQ or HI*BBQ)",Claim,,,Y,253
Detail,PROCEDURE_06_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI04-1, HI*BQ or HI*BBQ)",Claim,,,N,254
Detail,PROCEDURE_06,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI04-2, HI*BQ or HI*BBQ)",Claim,,,Y,255
Detail,PROCEDURE_06_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI04-4, HI*BQ or HI*BBQ)",Claim,,,Y,256
Detail,PROCEDURE_07_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI05-1, HI*BQ or HI*BBQ)",Claim,,,N,257
Detail,PROCEDURE_07,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI05-2, HI*BQ or HI*BBQ)",Claim,,,Y,258
Detail,PROCEDURE_07_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI05-4, HI*BQ or HI*BBQ)",Claim,,,Y,259
Detail,PROCEDURE_08_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI06-1, HI*BQ or HI*BBQ)",Claim,,,N,260
Detail,PROCEDURE_08,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI06-2, HI*BQ or HI*BBQ)",Claim,,,Y,261
Detail,PROCEDURE_08_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI06-4, HI*BQ or HI*BBQ)",Claim,,,Y,262
Detail,PROCEDURE_09_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI07-1, HI*BQ or HI*BBQ)",Claim,,,N,263
Detail,PROCEDURE_09,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI07-2, HI*BQ or HI*BBQ)",Claim,,,Y,264
Detail,PROCEDURE_09_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI07-4, HI*BQ or HI*BBQ)",Claim,,,Y,265
Detail,PROCEDURE_10_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI08-1, HI*BQ or HI*BBQ)",Claim,,,N,266
Detail,PROCEDURE_10,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI08-2, HI*BQ or HI*BBQ)",Claim,,,Y,267
Detail,PROCEDURE_10_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI08-4, HI*BQ or HI*BBQ)",Claim,,,Y,268
Detail,PROCEDURE_11_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI09-1, HI*BQ or HI*BBQ)",Claim,,,N,269
Detail,PROCEDURE_11,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI09-2, HI*BQ or HI*BBQ)",Claim,,,Y,270
Detail,PROCEDURE_11_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI09-4, HI*BQ or HI*BBQ)",Claim,,,Y,271
Detail,PROCEDURE_12_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI10-1, HI*BQ or HI*BBQ)",Claim,,,N,272
Detail,PROCEDURE_12,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI10-2, HI*BQ or HI*BBQ)",Claim,,,Y,273
Detail,PROCEDURE_12_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI10-4, HI*BQ or HI*BBQ)",Claim,,,Y,274
Detail,PROCEDURE_13_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI11-1, HI*BQ or HI*BBQ)",Claim,,,N,275
Detail,PROCEDURE_13,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI11-2, HI*BQ or HI*BBQ)",Claim,,,Y,276
Detail,PROCEDURE_13_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI11-4, HI*BQ or HI*BBQ)",Claim,,,Y,277
Detail,PROCEDURE_14_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI12-1, HI*BQ or HI*BBQ)",Claim,,,N,278
Detail,PROCEDURE_14,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI12-2, HI*BQ or HI*BBQ)",Claim,,,Y,279
Detail,PROCEDURE_14_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI12-4, HI*BQ or HI*BBQ)",Claim,,,Y,280
Detail,PROCEDURE_15_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,N,281
Detail,PROCEDURE_15,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,282
Detail,PROCEDURE_15_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,283
Detail,PROCEDURE_16_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,N,284
Detail,PROCEDURE_16,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,285
Detail,PROCEDURE_16_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,286
Detail,PROCEDURE_17_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,N,287
Detail,PROCEDURE_17,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,288
Detail,PROCEDURE_17_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,289
Detail,PROCEDURE_18_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,N,290
Detail,PROCEDURE_18,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,291
Detail,PROCEDURE_18_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,292
Detail,PROCEDURE_19_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,N,293
Detail,PROCEDURE_19,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,294
Detail,PROCEDURE_19_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,295
Detail,PROCEDURE_20_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,N,296
Detail,PROCEDURE_20,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,297
Detail,PROCEDURE_20_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,298
Detail,PROCEDURE_21_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,N,299
Detail,PROCEDURE_21,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,300
Detail,PROCEDURE_21_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,301
Detail,PROCEDURE_22_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,N,302
Detail,PROCEDURE_22,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,303
Detail,PROCEDURE_22_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,304
Detail,PROCEDURE_23_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,N,305
Detail,PROCEDURE_23,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,306
Detail,PROCEDURE_23_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,307
Detail,PROCEDURE_24_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,N,308
Detail,PROCEDURE_24,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,309
Detail,PROCEDURE_24_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,310
Detail,PROCEDURE_25_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,N,311
Detail,PROCEDURE_25,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,312
Detail,PROCEDURE_25_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,,,Y,313
Detail,INSURANCE_LOB,"The value in this field represents the member’s line of business code. The client’s values are mapped to a table that identifies line of business. Examples are: Medicare, Medicaid, Commercial, Duals, BlueCard, etc. Required for CV.",Line,,,N,314
Detail,INSURANCE_LOB_SUBTYPE,"This field further splits the LOB into the type of plan. Examples are: HMO, PPO, POS, EPO, etc.",Line,,,N,315
Detail,BLUE_CARD_INDICATOR,"When INSURANCE_LOB is BlueCard, this field represents BlueCard information provided by the client. Valid values are:
0 = Non-BlueCard
1 = ITS Home
2 = ITS Host",Claim,,,N,316
Detail,ITS_HOME_STATE,The value in this field represents the state of the plan that owns the member's coverage.,Claim,,,N,317
Detail,ITS_HOST_STATE,The value in this field represents the state of the provider's local Blue Cross Blue Shield plan where services were rendered.,Claim,,,N,318
Detail,ITS_SERIAL_NUM,The value in this field represents the Standard Claims Collection Facility (SCCF) number from the ITS system.  This is the unique identifier in the BlueSquared BlueCard claim processing system.,Claim,,,N,319
Detail,MEDICARE_PROVIDER_ID,"Number that uniquely identifies a healthcare provider or facility and is used on billing forms submitted to Medicare (UPIN, OSCAR number, NSC number). It is used for pricing through FHCP.",Claim,,,N,320
Detail,MEDICAID_PROVIDER_ID,A number that uniquely identifies a healthcare provider or facility and is used on billing forms submitted to Medicaid.,Claim,,,N,321
