Incoming File Layout,,,,,,,
,,,,,,,
File Component,Field Name,Field Description,Level,Type,Length,Repricer,Position
Detail,BILLING_PHONE_COUNTRY_CODE,"This field represents the unique country code for international dialing for the billing entity's primary phone number.  (2010AA, PER segment)",Line,,,Y,126
Detail,BILLING_PHONE + AREA_CODE,"The value in this field represents the billing entity's telephone number.  (2010AA, PER segment) along with the area code.",Line,,,Y,127
Detail,BILLING_PHONE_EXT,"The value in this field represents the billing entity's primary telephone extension. (2010AA, PER segment)",Line,,,Y,128
Detail,BILLING_ALT_PHONE_COUNTRY_CODE,"This field represents the unique country code for international dialing for the billing entity's alternate phone number. (2010AA, PER segment)",Line,,,N,129
Detail,BILLING_ALT_PHONE,"The value in this field represents the billing entity's alternate telephone number. (2010AA, PER segment)",Line,,,N,130
Detail,BILLING_ALT_PHONE_EXT,"The value in this field represents the billing entity's alternate telephone extension.  (2010AA, PER segment)",Line,,,N,131
Detail,BILLING_FAX_COUNTRY_CODE,"This field represents the unique country code for international dialing for the billing entity's fax number. (2010AA, PER segment)",Line,,,Y,132
Detail,BILLING_FAX,"The value in this field represents the billing entity's fax number. (2010AA, PER segment)",Line,,,Y,133
Detail,CLIENT_CONTRACT_ID,"The value in this field represents a contract identification number for the provider, if needed for adjudication purposes.",Line,,,N,134
Detail,CONTRACT_TYPE_CODE,"The is the contract type as defined in the 837 for Post Adjudicated Claim reporting.  Expected values for this field are:
01  -  Diagnosis Related Group (DRG)
02  -  Per Diem
03  -  Variable Per Diem
04  -  Flat
05  -  Capitated
06  -  Percent
09  -  Other
80  -  APC
81  -  APG
82  -  FFS
(2300, CN101)",Line,,,N,135
Detail,CONTRACT_AMOUNT,"Contract Amount for the claim being submitted. (2300, CN102)",Line,,,N,136
Detail,CONTRACT_PCT,"Contract Percentage for the claim being submitted. (2300, CN103)",Line,,,N,137
Detail,CONTRACT_CODE,"Contract Code for the claim being submitted. (2300, CN104)",Line,,,N,138
Detail,CONTRACT_TERMS_DISC_PCT,"This field represents the terms discount percentage for the claim being submitted. (2300, CN105)",Line,,,N,139
Detail,CONTRACT_VERSION_ID,"This field represents the contract version identifier for the claim being submitted. (2300, CN106)",Line,,,N,140
Detail,LINE_SEQ,"The value in this field represents the sequential number associated to the line number on the claim. As an example: the number 0002 should be sent in this field for the second line on the claim. Required for CV.  (2400, LX01)",Line,,,Y,141
Detail,LINE_BEGIN_DOS,"The value in this field represents the beginning date for services rendered. Required for CV. (2400, DTP03)",Line,,,Y,142
Detail,LINE_END_DOS,"The value in this field represents the date in the Date of Service To field on the CMS-1500.  In order to make appropriate adjudication recommendations, date ranges need to be transmitted. The lack of date ranges could cause inappropriate recommendations. As an example: a provider bills a date range for two days and a procedure with two units of service corresponding to the date range. If the Date of Service From is the only date passed, one unit could be denied as exceeding the number of units allowed on a single date of service. Required for CV. (2400, DTP03)",Line,,,Y,143
Detail,PLACE_OF_SERVICE,"The value in this field represents the industry standard place of service code where the service was rendered. If the client uses non-industry standard place of service codes, please provide a list of the values and their descriptions for mapping purposes.  (2300, CLM05-1 or  2400, SV1-05)",Line,,,Y,144
Detail,TOS,"The value in this field represents the industry standard Type of Service code for the service that was rendered. Required for CV.  (2400, SV106)",Line,,,N,145
Detail,DIAGNOSIS_POINTER_01,"The value in this field represents the diagnosis pointer that correlates the line service to one of the twelve header level diagnosis codes.  Required for CV. (2400, SV107-1)",Line,,,Y,146
Detail,DIAGNOSIS_POINTER_02,"The value in this field represents the diagnosis pointer that correlates the line service to one of the twelve header level diagnosis codes.  (2400, SV107-2)",Line,,,Y,147
Detail,DIAGNOSIS_POINTER_03,"The value in this field represents the diagnosis pointer that correlates the line service to one of the twelve header level diagnosis codes.  (2400, SV107-3)",Line,,,Y,148
Detail,DIAGNOSIS_POINTER_04,"The value in this field represents the diagnosis pointer that correlates the line service to one of the twelve header level diagnosis codes.  (2400, SV107-4)",Line,,,Y,149
Detail,DIAGNOSIS_POINTER_05,The value in this field represents the diagnosis pointer that correlates the line service to one of the twelve header level diagnosis codes.   Note: For future use only.  Slated for upcoming version of X12 837.,Line,,,N,150
Detail,DIAGNOSIS_POINTER_06,The value in this field represents the diagnosis pointer that correlates the line service to one of the twelve header level diagnosis codes.   Note: For future use only.  Slated for upcoming version of X12 837.,Line,,,N,151
Detail,DIAGNOSIS_POINTER_07,The value in this field represents the diagnosis pointer that correlates the line service to one of the twelve header level diagnosis codes.   Note: For future use only.  Slated for upcoming version of X12 837.,Line,,,N,152
Detail,DIAGNOSIS_POINTER_08,The value in this field represents the diagnosis pointer that correlates the line service to one of the twelve header level diagnosis codes.   Note: For future use only.  Slated for upcoming version of X12 837.,Line,,,N,153
Detail,DIAGNOSIS_POINTER_09,The value in this field represents the diagnosis pointer that correlates the line service to one of the twelve header level diagnosis codes.   Note: For future use only.  Slated for upcoming version of X12 837.,Line,,,N,154
Detail,DIAGNOSIS_POINTER_10,The value in this field represents the diagnosis pointer that correlates the line service to one of the twelve header level diagnosis codes.   Note: For future use only.  Slated for upcoming version of X12 837.,Line,,,N,155
Detail,DIAGNOSIS_POINTER_11,The value in this field represents the diagnosis pointer that correlates the line service to one of the twelve header level diagnosis codes.   Note: For future use only.  Slated for upcoming version of X12 837.,Line,,,N,156
Detail,DIAGNOSIS_POINTER_12,The value in this field represents the diagnosis pointer that correlates the line service to one of the twelve header level diagnosis codes.   Note: For future use only.  Slated for upcoming version of X12 837.,Line,,,N,157
Detail,SUB_HCPCS,"The value in this field represents the Level1 (CPT) or Level2 (HCPCS) code billed by the provider for this service. (2400, SV101-2)",Line,,,Y,158
Detail,SUB_MOD_01,"The value in this field represents the first procedure code modifier billed by the provider for this service. (2400, SV101-3)",Line,,,Y,159
Detail,SUB_MOD_02,"The value in this field represents the second procedure code modifier billed by the provider for this service. (2400, SV101-4)",Line,,,Y,160
Detail,SUB_MOD_03,"The value in this field represents the third procedure code modifier billed by the provider for this service. (2400, SV101-5)",Line,,,Y,161
Detail,SUB_MOD_04,"The value in this field represents the fourth procedure code modifier billed by the provider for this service. (2400, SV101-6)",Line,,,Y,162
Detail,SUB_MOD_05,The value in this field represents the fifth procedure code modifier billed by the provider for this service line.  Note: For future use only.  Slated for upcoming version of X12 837.,Line,,,N,163
Detail,SUB_MOD_06,The value in this field represents the sixth procedure code modifier billed by the provider for this service line.  Note: For future use only.  Slated for upcoming version of X12 837.,Line,,,N,164
Detail,SUB_MOD_07,The value in this field represents the seventh procedure code modifier billed by the provider for this service line.  Note: For future use only.  Slated for upcoming version of X12 837.,Line,,,N,165
Detail,SUB_MOD_08,The value in this field represents the eighth procedure code modifier billed by the provider for this service line.  Note: For future use only.  Slated for upcoming version of X12 837.,Line,,,N,166
Detail,UNITS_TYPE,"The value in this field represents the basis for measurement for the units billed.  unique Values are:  'MJ' for minutes, and 'UN' for units and blank. (2400, SV1)",Line,,,Y,167
Detail,SUB_UNITS,"The value in this field represents the number of units billed by the provider for this service. (2400, SV104)",Line,,,Y,168
Detail,SUB_AMOUNT,"The value in this field represents the charge amount billed by the provider for this service. Required for CV. (2400, SV102)",Line,,,Y,169
Detail,SUB_NONCOVERED_AMOUNT,"The value in this field represents the line level Non Covered Charges amount billed by the provider for this service.   (2400, SV207)",Line,,,N,170
Detail,SUB_NDC,"The value in this field represents the National Drug Code (NDC) submitted on the claim line.  (2410, LIN03)",Line,,,Y,171
Detail,SUB_NDC_UNITS,"This field represents the numeric value of quantity for the drug being billed.  (2410, CTP04)",Line,,,Y,172
Detail,SUB_NDC_UNITS_TYPE,"Code specifying the units in which a value is being expressed, or
manner in which a measurement has been taken.  Expected values are:
IU  -  International Unit
GR  -  Gram
ME  -  Milligram
ML  -  Milliliter
UN  -  Unit
(2410, CTP05)",Line,,,Y,173
Detail,ALLOWED_HCPCS,The value in this field represents the Level1 (CPT) or Level2 (HCPCS) code allowed by the client for claim system adjudication. Required for CV.,Line,,,N,174
Detail,ALLOWED_MOD_01,The value in this field represents the first procedure code modifier allowed by the client for claim system adjudication.,Line,,,N,175
Detail,ALLOWED_MOD_02,The value in this field represents the second procedure code modifier allowed by the client for claim system adjudication.,Line,,,N,176
Detail,ALLOWED_MOD_03,The value in this field represents the third procedure code modifier allowed by the client for claim system adjudication.,Line,,,N,177
Detail,ALLOWED_MOD_04,The value in this field represents the fourth procedure code modifier allowed by the client for claim system adjudication.,Line,,,N,178
Detail,ALLOWED_MOD_05,"The value in this field represents the fifth procedure code modifier allowed by the client for claim system adjudication. Note: This field is not currently in the 837 transaction, but is planned for the next version.  If you currently store this value in your claim system, please send.",Line,,,N,179
Detail,ALLOWED_MOD_06,"The value in this field represents the sixth procedure code modifier allowed by the client for claim system adjudication. Note: This field is not currently in the 837 transaction, but is planned for the next version.  If you currently store this value in your claim system, please send.",Line,,,N,180
Detail,ALLOWED_MOD_07,"The value in this field represents the seventh procedure code modifier allowed by the client for claim system adjudication. Note: This field is not currently in the 837 transaction, but is planned for the next version.  If you currently store this value in your claim system, please send.",Line,,,N,181
Detail,ALLOWED_MOD_08,"The value in this field represents the eighth procedure code modifier allowed by the client for claim system adjudication. Note: This field is not currently in the 837 transaction, but is planned for the next version.  If you currently store this value in your claim system, please send.",Line,,,N,182
Detail,ALLOWED_UNITS,The value in this field represents the number of units  allowed by the client for claim system adjudication.,Line,,,N,183
Detail,ALLOWED_AMOUNT,"The value in this field represents the allowed amount (before applying co-pay, coinsurance, deductible, COB, and other reductions) for this service. Required for CV.",Line,,,N,184
Detail,COMPOUND_DRUG_YN,Compound drug indicator.  This field should be set to 'Y' if the prescribed drug is a compound drug.,Line,,,N,185
Detail,ALLOWED_NDC,The value in this field represents the National Drug Code (NDC) allowed after initial adjudication on the claim line. Required when SUB_NDC is submitted.,Line,,,N,186
Detail,ALLOWED_NDC_UNITS,This field represents the numeric value of quantity for the drug allowed after initial adjudication in the client's claim system.  Required when SUB_NDC is submitted.,Line,,,N,187
Detail,ALLOWED_NDC_UNITS_TYPE,"This field represents the units type allowed in the client's claim system after initial adjudication.  Required when SUB_NDC is submitted. Expected values are:
IU  -  International Unit
GR  -  Gram
ME  -  Milligram
ML  -  Milliliter
UN  -  Unit",Line,,,N,188
Detail,COPAY_AMOUNT,The value in this field represents the member's co-pay amount for this service.,Line,,,N,189
Detail,COINSURANCE_AMOUNT,The value in this field represents the member's coinsurance amount for this service.,Line,,,N,190
Detail,DEDUCTIBLE_AMOUNT,The value in this field represents the member's deductible amount for this service.,Line,,,N,191
Detail,COB,The value in this field represents the member's COB amount for this service.,Line,,,N,192
Detail,COB_AMOUNT,The amount paid by the member's other insurance third parties on the claim line item level or the total amount saved on the claim line item because of payment made by the patient's other insurance carrier.,Line,,,N,193
Detail,COB_COINSURANCE_AMOUNT,The value in this field represents the calculated amount paid by the insured based on a percentage of total cost.,Line,,,N,194
Detail,COB_DEDUCTIBLE_AMOUNT,The value in this field represents the dollar amount the subscriber is liable for before other insurance pays for this service line item.,Line,,,N,195
Detail,COB_PAID_AMOUNT,The value in this field represents the other insurance payment amount applied to the service line item.,Line,,,N,196
Detail,COB_ALLOWED_AMOUNT,The value in this field represents the dollar allowance for a procedure or service paid by other insurance for a service line item.,Line,,,N,197
Detail,OTHER_REDUCTION_AMOUNT,"The value in this field represents any other adjustment amounts not reflected above.  Examples of values that may be used in this field are provider withhold amounts or capitation adjustments.  If no further reductions are taken, field should default to zero.",Line,,,N,198
Detail,PAID_AMOUNT,"The value in this field represents the paid amount (after applying co-pay, coinsurance, deductible, COB, and other reductions) for this service. Required for CV.",Line,,,N,199
Detail,PAID_DATE,"The value in this field represents the date of final adjudication or payment on preliminary analysis files or on history files.  The field can be blank for daily files since they have not been finalized, however, it should be populated from the client's system for history.  When blank, the file run date is populated for internal use.",Line,,,N,200
Detail,PAID_UNITS,The value in this field represents the number of units of service paid for each detail line.  Required for CV.,Line,,,N,201
Detail,LINE_CAPITATION_INDICATOR,"Indicates if the claim line was paid under a capitation agreement. Valid values are:
0  -  Non-Capitated Provider
1  -  Capitated Provider",Line,,,N,202
Detail,FEE_SERVICE_AMOUNT,"This field represents the fee schedule amount for the line level service, based on the provider's contract.  The appropriate value should be submitted if defined.  If no contractual agreement exists, this field should be left blank.",Line,,,N,203
Detail,PATIENT_LIABILITY_AMOUNT,This field stores the amount the patient owes on the line level service.,Line,,,N,204
Detail,DISALLOWED_AMOUNT,"Amount that is disallowed and will not be considered in the payment by the client, non billable to the member for the service line item.",Line,,,N,205
Detail,LINE_REIMBURSEMENT_TYPE,This field represents the pricing methodology used to reimburse the service line.,Line,,,N,206
Detail,ASSIGNMENT_OF_BENEFITS,"This field represents a one digit indicator to recognize if the benefits were assigned (Y or N).   (2300, CLM08)",Claim,,,Y,207
Detail,CLAIM_BILLED_AMOUNT,"The value in this field represents the claim header level billed amount billed by the provider for the claim. (2300, CLM02)",Claim,,,Y,208
Detail,CLAIM_NONCOVERED_AMOUNT,The value in this field represents the claim header level non covered amount billed by the provider for the claim.,Claim,,,N,209
Detail,CLAIM_ALLOWED_AMOUNT,"The value in this field represents the claim header level amount that was allowed.  (2320, AMT02)",Claim,,,N,210
Detail,CLAIM_PAID_AMOUNT,The value in this field represents the claim header level amount paid by the client for the claim.,Claim,,,N,211
Detail,CLAIM_COINSURANCE_AMOUNT,The value in this field represents the total coinsurance dollar amount on a claim for which the subscriber/member is responsible  -  usually based on a fixed percentage specified in the health plan. Usually applies after reaching a deductible.,Claim,,,N,212
Detail,CLAIM_COPAY_AMOUNT,The value in this field represents the total copay dollar amount that a subscriber/member pays the provider at the time of service.  Usually a fixed flat charge per visit based on subscriber health insurance plan.,Claim,,,N,213
Detail,CLAIM_DEDUCTIBLE_AMOUNT,The value in this field represents the total deductible dollar amount paid by the subscriber/member on a claim in order to satisfy the annual health plan deductible.,Claim,,,N,214
Detail,CLAIM_DISALLOWED_AMOUNT,"The value in this field represents the total amount that is disallowed and will NOT be considered in the payment by the client, non billable to the subscriber/member.",Claim,,,N,215
Detail,CLAIM_PATIENT_LIABILITY_AMOUNT,The value in this field represents the total patient liability amount (Coinsurance + Copay + Deductible) for a claim.,Claim,,,N,216
Detail,CLAIM_COB_AMOUNT,The value in this field represents the dollar allowance for a procedure or service paid for by the primary insurer.,Claim,,,N,217
Detail,CLAIM_COB_ALLOWED_AMOUNT,The value in this field represents the dollar allowance for a procedure or service paid by other insurance.,Claim,,,N,218
Detail,CLAIM_COB_COINSURANCE_AMOUNT,The value in this field represents the amount paid by the insured based on a percentage of total cost.,Claim,,,N,219
Detail,CLAIM_COB_PAID_AMOUNT,The value in this field represents the other insurance payment applied to the claim.,Claim,,,N,220
Detail,CLAIM_COB_DEDUCT_AMOUNT,The value in this field represents the dollar amount the subscriber is liable for before other insurance is paid.,Claim,,,N,221
Detail,CLAIM_PAID_DATE,"The value in this field represents the claim header level date of final adjudication or payment on daily incoming files or on history files.  If this value is the same as the line level value in PAID_DATE, please insert that date here.",Claim,,,N,222
Detail,CLAIM_CHECK_PAID_DATE,Date of the remittance number (voucher/check number).,Claim,,,N,223
Detail,PAID_TO_CODE,"Who the claim was paid out to. Valid values are: P = Provider, S = Subscriber",Claim,,,N,224
Detail,PAYMENT_STATUS,"The value in this field indicates the Claim header level payment status of the service. Valid values are: Paid, Denied, Pending, Reversed, Adjusted
Required for CV.",Claim,,,N,225
Detail,CLAIM_CAPITATION_INDICATOR,"Indicates if the claim was paid under a capitation agreement. Valid values are:
0  -  Non-Capitated Provider
1  -  Capitated Provider",Claim,,,N,226
Detail,CLAIM_FEE_SCHEDULE_CODE,Client note to indicate the type of pricing (fee schedule) used for the claim.,Claim,,,N,227
Detail,PATIENT_PLAN_CODE,This field represents the member's benefit plan code on the client's system at the time of service.,Claim,,,N,228
Detail,WHOLE_CLAIM_PRICING_LINE_YN,The value in this field indicates whether the claim lines were bundled to pay based on whole claim pricing.,Claim,,,N,229
Detail,OTHER_INSURANCE_INDICATOR,"Other Insurance Indicator that determines if other insurance is being used for payment on a claim. Valid values are:
0  -  Other insurance did not pay on claim
1  -  Other insurance paid on claim",Claim,,,N,230
Detail,COORDINATED_BENEFITS_YN,The value in this field indicates if a third party payment has been made on the claim related to Coordination of Benefits (COB). A 'Y' value indicates a third party payment has been made.,Claim,,,N,231
Detail,BYPASS_CODE,"This field supplies the client with greater control over the processing of specific claims. Should the client decide that they do not want certain claim lines to have logic applied to the service , the client can insert a value into this field to indicate which logic categories should be bypassed in the system.  If bypass codes are not required the field should be defaulted to 0.",Line,,,N,232
Detail,PAYER_BYPASS_CODE,The Payer Bypass allows for greater flexibility in payment policy application.  The use of this field must be discussed with the Implementation Services Director to ensure appropriateness and correct implementation.,Line,,,N,233
Detail,PAR_FLAG,"The value in this field represents the status of the Provider of Service in relation to the Health Plan. Expected values are ‘Y’ for participating or contracted or ‘N’ for Not participating or contracted. (If participating status is not available, default with ‘Y’.)   Required for CV.",Line,,,N,234
Detail,EDIT_0_ALLOWED_YN,"As a default, $0 allowed lines are not considered for editing purposes.  This flag can be used to override this filter and consider a line with a $0 allowed amount for editing in TBA and use as historical reference for future editing.

Null  -  Lines with a zero allowed amount reflecting a denial (default)
N  -  Zero charge and allowed lines that should not be considered for editing (default)
Y  -  Zero charge and allowed lines that should be considered for editing (override)",Line,,,N,235
Detail,DATE_RECEIVED_CLIENT,The value in this field represents the date the claim was received by the client.  This field is required for Timely Filing edits to be applied.  Required for CV.,Claim,,,N,236
Detail,CLAIM_ID_ORIG,"In situations where adjustments result in a new claim number on a client’s claim system, the original claim ID allows the new claim resulting from the adjustment to be linked back to the original claim.  (2300, REF02)",Claim,,,Y,237
Detail,LINE_SEQ_ORIG,"The original line sequence is used to more accurately report payment variance and invoice data for edited TBA lines that are returned in history with one or multiple different line sequence numbers.  It links newly created lines back to the original line number that generated the change recommendation.  (2400, REF02)",Line,,,N,238
Detail,GROUP_ID,The value in this field represents the Employer Group Number for the member’s claim.  This field is used for reporting purposes only.,Claim,,,N,239
Detail,GROUP_NAME,"The value in this field represents the Employer Group Name for the patient's claim.  (2000B, SBR04)",Claim,,,N,240
Detail,RISK_POOL,"The value submitted in this field defines the risk pool associated with the group the member belongs to.  Expected value examples are; ASO, Fully Insured, Large Group Self Funded, Large Group Fully Insured, etc.  These values will be pulled from the appropriate client database for reporting purposes.",Claim,,,N,241
Detail,SUB_CLAIM_FILING_CODE,"The claim filing indicator is a CMS value that identifies the type of insurance for the submitted claim.  This is not to be confused with the CLAIM_TYPE of this layout. Expected values are found on a separate tab.  (2000B, SBR02) (2000C, PAT06)",Claim,,,Y,242
Detail,SUB_LAST_NAME,"The value in this field represents the subscriber’s last name and  will be the same value as submitted in PATIENT_LAST_NAME when the subscriber is the patient.  (Subscriber:  2010BA, NM103)",Claim,,,Y,243
Detail,SUB_FIRST_NAME,"The value in this field represents the subscriber’s first name  and  will be the same value as submitted in PATIENT_FIRST_NAME when the subscriber is the patient.   (Subscriber:  2010BA, NM104)",Claim,,,Y,244
Detail,SUB_MIDDLE_NAME,"The value in this field represents the subscriber's middle name  and  will be the same value as submitted in PATIENT_MIDDLE_NAME when the subscriber is the patient. This is required by CMS when needed to identify the individual. (Subscriber: 2010BA, NM105)",Claim,,,Y,245
Detail,SUB_NAME_SUFFIX,"The value in this field represents the suffix attached to the subscriber's name and will be the same value as submitted in PATIENT_NAME_SUFFIX when the subscriber is the patient.  This is required by CMS when needed to identify the individual. (Subscriber: 2010BA, NM105)",Claim,,,Y,246
Detail,SUB_ADDRESS_01,"The value in this field represents the first line of the subscriber's address.  This value will be the same value as submitted in PATIENT_ADDRESS_01 when the subscriber is the patient.  (2010BA, N301)",Claim,,,Y,247
Detail,SUB_ADDRESS_02,"The value in this field represents the second line of the subscriber's address.  This value will be the same value as submitted in PATIENT_ADDRESS_02 when the subscriber is the patient.   (2010BA, N302)",Claim,,,Y,248
Detail,SUB_CITY,"The value in this field represents the city of the subscriber's address. This value will be the same value as submitted in PATIENT_CITY when the subscriber is the patient.  (2010BA, N401)",Claim,,,Y,249
Detail,SUB_STATE,"The value in this field represents the state of the subscriber's address.  This value will be the same value as submitted in PATIENT_STATE when the subscriber is the patient.  (2010BA, N402)",Claim,,,Y,250
Detail,SUB_ZIP,"The value in this field represents the postal ZIP code associated with the subscriber's address.  The value is the basic five digit ZIP code and will be the same value as submitted in PATIENT_ZIP when the subscriber is the patient.    (2010BA, N403)",Claim,,,Y,251
Detail,SUB_ZIP_PLUS_FOUR,"The value in this field represents the four digit add-on code for the expanded ZIP code associated with the subscriber's address.  The value is four digits and will be the same value as submitted in PATIENT_ZIP_PLUS_FOUR when the subscriber is the patient.     2010BA, N403)",Claim,,,Y,252
Detail,SUB_COUNTRY,"The value in this field represents the country of the subscriber's  address.  This value will be the same value as submitted in PATIENT_COUNTRY when the subscriber is the patient.   (2010BA, N404)",Claim,,,Y,253
Detail,SUB_COUNTRY_SUBDIVISION,"The value in this field represents the country subdivision code for the subscriber's address and only used for international addresses.  This value will be the same value as submitted in PATIENT_COUNTRY_SUBDIVISION when the subscriber is the patient.  (2010BA, N404)",Claim,,,N,254
Detail,SUB_DOB,"This field represents the subscriber’s date of birth and will be the same value as submitted in PATIENT_DOB when the subscriber is the patient.  (2010BA, DMG02)",Claim,,,Y,255
Detail,SUB_GENDER_ID,"The value in this field represents the subscriber’s gender.  This value will be the same value as submitted in PATIENT_GENDER_ID when the subscriber is the patient.  Recommended values are M for Male, F for Female and U for Unknown.  (Subscriber:  2010BA, DMG03)",Claim,,,Y,256
Detail,SUB_SSN,"The value in this field represents the subscriber’s social security number.  (2010BA, REF)",Claim,,,N,257
Detail,PATIENT_ADDRESS_01,"The value in this field represents the first line of the patient's address.  This value will be the same value as submitted in SUB_ADDRESS_01 when the patient is the subscriber.  (2010CA, N301)",Claim,,,Y,258
Detail,PATIENT_ADDRESS_02,"The value in this field represents the second line of the patient's address.  This value will be the same value as submitted in SUB_ADDRESS_02 when the patient is the subscriber.  (2010CA, N302)",Claim,,,Y,259
Detail,PATIENT_CITY,"The value in this field represents the city of the patient's address. (2010CA, N401)",Claim,,,Y,260
Detail,PATIENT_STATE,"The value in this field represents the state of the patient's address.  (2010CA, N402)",Claim,,,Y,261
Detail,PATIENT_ZIP,"The value in this field represents the postal ZIP code associated with the patient's address.  (2010CA, N403)",Claim,,,Y,262
Detail,PATIENT_ZIP_PLUS_FOUR,"The value in this field represents the four digit add-on code for the expanded ZIP code associated with the patient's address.      2010CA, N403)",Claim,,,Y,263
Detail,PATIENT_COUNTRY,"The value in this field represents the country of the patient's  address.  (2010CA, N404)",Claim,,,Y,264
Detail,PATIENT_COUNTRY_SUBDIVISION,"The value in this field represents the country subdivision code for the patient's address and only used for international addresses.  (2010CA, N404)",Claim,,,N,265
Detail,RETIRED_INDICATOR,The value in this field defines indicates whether or not the member is a retiree. Expected values are ‘Y’ for Retiree or ‘N’ for Not Retired.,Claim,,,N,266
Detail,PAY_TO_ENTITY_TYPE,"Expected Values are:  'P' = Person or 'E' = Other Entity or Facility
(2010AB, NM102)",Line,,,N,267
Detail,PAY_TO_LAST_NAME,"This field represents the pay-to entity.  This data is not required by CMS, but it is requested that it be sent when the pay-to entity is different than the billing provider or facility.",Line,,,N,268
Detail,PAY_TO_FIRST_NAME,"The value in this field represents the pay-to provider’s first name.  (2010AB, NM104)",Line,,,N,269
Detail,PAY_TO_MIDDLE_NAME,"The value in this field represents the pay-to provider’s middle name.  (2010AB, NM105)",Line,,,N,270
Detail,PAY_TO_NAME_SUFFIX,"The value in this field represents the pay-to provider's suffix, as required.  (2010AB, NM107)",Line,,,N,271
Detail,PAY_TO_ADDRESS_01,"The value in this field represents the first line of the pay-to entity's address. CMS requires when the address for payment is different than that of the Billing Provider. (2010AB, NM1)",Line,,,Y,272
Detail,PAY_TO_ADDRESS_02,"The value in this field represents the second line of the billing entity's address. CMS requires when the address for payment is different than that of the Billing Provider. (2010AB, N302)",Line,,,Y,273
Detail,PAY_TO_CITY,"The value in this field represents the city of the pay-to entity's address.  (2010AB, N401)",Line,,,Y,274
Detail,PAY_TO_STATE,"The value in this field represents the state of the pay-to entity's address.  (2010AB, N402)",Line,,,Y,275
Detail,PAY_TO_ZIP,"The value in this field represents the postal ZIP code for the pay-to entity.  The value is the basic five digit ZIP code.   (2010AB, N403)",Line,,,Y,276
Detail,PAY_TO_ZIP_PLUS_FOUR,"The value in this field represents the four digit add-on code for the expanded ZIP code.  The value is four digits.   (2010AB, N403)",Line,,,Y,277
Detail,PAY_TO_COUNTRY,"The value in this field represents the country of the pay-to entity's  address.  (2010AB, N404)",Line,,,Y,278
Detail,PAY_TO_COUNTRY_SUBDIVISION,"The value in this field represents the country subdivision code for the pay-to entity's address.  This is only used for international addresses.(2010AB, N407)",Line,,,N,279
Detail,REFERRING_PCP_YN,"Y or N indicator to define whether or not the referring provider is the patient's PCP. (2310A, NM101)",Line,,,N,280
Detail,REFERRING_PROVIDER_ID,"The value in this field represents the provider that referred the patient to the referring provider.  This number is the identification number unique to the provider in the client’s system.  (2310A, REF02)",Line,,,N,281
Detail,REFERRING_TAXGROUP_ID,"The value in this field represents the provider's tax identification number. This number represents the referring provider.  (2310A, REF02)",Line,,,N,282
Detail,REFERRING_NPI,"The value in this field represents the CMS National Provider Identifier (NPI) for the referring provider.  Default to spaces if value is not available.  (2310A, NM109)",Line,,,Y,283
Detail,REFERRING_STATE_LICENSE,"The value in this field represents the Sate License number for the referring provider.  A non-zero value is required.  (2310A, REF02)",Line,,,N,284
Detail,REFERRING_SPECIALTY_CODE,"The value in this field represents the specialty of the referring provider, as defined in the client's claim system.",Line,,,N,285
Detail,REFERRING_TAXONOMY_CODE,Industry standard taxonomy code of the referring provider used by CMS and sourced by the National Uniform Claim Committee. A list of taxonomy codes is available via http://www.wpc-edi.com/reference/codelists/healthcare/health-care-provider-taxonomy-code-set/.,Line,,,N,286
Detail,REFERRING_ENTITY_TYPE,"Expected Values are:  'P' = Person
(2310A, NM102)",Line,,,N,287
Detail,REFERRING_LAST_NAME,"The value in this field represents the referring provider’s last name.  (2310A, NM103)",Line,,,Y,288
Detail,REFERRING_FIRST_NAME,"The value in this field represents the referring provider’s first name.  (2310A, NM104)  Confirm referring D or E? Update for all referring values.",Line,,,Y,289
Detail,REFERRING_MIDDLE_NAME,"The value in this field represents the referring provider’s middle name.  (2310A, NM105)  Confirm referring D or E?",Line,,,Y,290
Detail,REFERRING_NAME_SUFFIX,"The value in this field represents the referring provider's suffix, as required.  (2310A, NM107)",Line,,,Y,291
Detail,SUPERVISING_PROVIDER_ID,"The value in this field represents the provider ID for the supervising provider.  This number is the identification number unique to the provider in the client’s system.  (2310D, REF02)",Line,,,N,292
Detail,SUPERVISING_TAXGROUP_ID,"The value in this field represents the provider's tax identification number. This number represents the supervising provider.  (2310D, REF02)",Line,,,N,293
Detail,SUPERVISING_NPI,"The value in this field represents the CMS National Provider Identifier (NPI) for the supervising provider.  Default to spaces if value is not available. (2310D, NM109)",Line,,,N,294
Detail,SUPERVISING_STATE_LICENSE,"The value in this field represents the State License number for the supervising provider.  A non-zero value is required.  (2310D, REF02)",Line,,,N,295
Detail,SUPERVISING_SPECIALTY_CODE,"The value in this field represents the specialty of the supervising provider, as defined in the client's claim system.",Line,,,N,296
Detail,SUPERVISING_TAXONOMY_CODE,Industry standard taxonomy code of the supervising provider used by CMS and sourced by the National Uniform Claim Committee. A list of taxonomy codes is available via http://www.wpc-edi.com/reference/codelists/healthcare/health-care-provider-taxonomy-code-set/.,Line,,,N,297
Detail,SUPERVISING_ENTITY_TYPE,"Expected Values are:  'P' = Person
(2310D, NM102)",Line,,,N,298
Detail,SUPERVISING_LAST_NAME,"The value in this field represents the supervising provider’s last name.  (2310D, NM103)",Line,,,N,299
